id,post_id,timestamp,time_of_day
22,18040062562929933,2024-10-09T22:42:30+0000,night
23,17845016283323903,2024-10-08T14:30:00+0000,afternoon
24,18466052014036899,2024-10-08T00:00:00+0000,night
25,18133686559363617,2024-10-08T00:00:00+0000,night
1,18103409407443355,2024-10-07T22:41:42+0000,night
2,17967575114668454,2024-10-07T01:20:15+0000,night
3,18031985000196503,2024-10-05T22:57:05+0000,night
4,17903434865961149,2024-10-05T21:30:39+0000,night
5,18254649745266007,2024-10-05T00:13:21+0000,night
6,18058011283775719,2024-10-04T22:45:46+0000,night
7,17905651692041748,2024-10-04T20:39:21+0000,night
8,18042446465089890,2024-10-04T00:24:41+0000,night
9,17931064712938836,2024-10-04T00:24:18+0000,night
10,18022947032452926,2024-10-04T00:23:54+0000,night
11,18026685827136495,2024-10-03T23:04:09+0000,night
12,18076555711551536,2024-10-03T01:45:35+0000,night
13,17852378043292283,2024-10-02T01:46:26+0000,night
14,18093403339482350,2024-10-02T01:45:00+0000,night
15,18033988139010746,2024-10-02T01:45:00+0000,night
16,17925947951848832,2024-10-02T01:45:00+0000,night
17,17864955705164899,2024-10-02T01:45:00+0000,night
18,18042036413103122,2024-10-01T20:34:12+0000,night
19,17867620518146084,2024-10-01T14:46:48+0000,afternoon
20,18061198117665841,2024-09-30T17:42:45+0000,night
21,18049742437926495,2024-09-30T15:01:14+0000,afternoon
22,18109099036421636,2024-09-30T01:03:16+0000,night
23,18139825840355969,2024-09-29T17:57:27+0000,night
24,18021405680231834,2024-09-29T16:58:28+0000,afternoon
25,18331260751145512,2024-09-28T23:49:37+0000,night
1,17891699412087464,2024-09-28T23:26:35+0000,night
2,17961223904808090,2024-09-28T20:45:32+0000,night
3,18147804565328224,2024-09-28T19:53:25+0000,night
4,18048951283927886,2024-09-28T00:19:30+0000,night
5,18144771676337569,2024-09-27T23:43:55+0000,night
6,18053169730861907,2024-09-27T19:25:07+0000,night
7,18020313047447321,2024-09-27T18:56:34+0000,night
8,17934017429801456,2024-09-26T16:47:18+0000,afternoon
9,18198095023292316,2024-09-25T15:21:57+0000,afternoon
10,18054895822818259,2024-09-24T01:13:47+0000,night
11,18141254368349326,2024-09-22T20:33:18+0000,night
12,18034268857996797,2024-09-21T21:37:25+0000,night
13,18311979736094224,2024-09-21T21:07:10+0000,night
14,18038943272120820,2024-09-21T20:34:33+0000,night
15,18058441549689431,2024-09-21T15:00:17+0000,afternoon
16,18030736307201609,2024-09-20T22:58:07+0000,night
17,18074641987499281,2024-09-20T19:24:59+0000,night
18,18018361211613603,2024-09-19T19:32:32+0000,night
19,18139041793347863,2024-09-18T23:03:33+0000,night
20,18068047951544998,2024-09-18T19:36:39+0000,night
21,17988654524557731,2024-09-17T19:06:06+0000,night
22,18043778275978757,2024-09-15T18:52:14+0000,night
23,18106998949420911,2024-09-15T02:45:11+0000,night
24,17967574943790676,2024-09-14T22:40:14+0000,night
25,17881531854104218,2024-09-14T18:32:26+0000,night
1,17991615404695541,2024-09-13T23:41:09+0000,night
2,18370068076104460,2024-09-12T17:41:44+0000,night
3,18251472274264242,2024-09-12T02:41:52+0000,night
4,18015948182554317,2024-09-11T17:12:43+0000,night
5,18323349961150949,2024-09-11T00:02:24+0000,night
6,18066200407611304,2024-09-10T18:58:23+0000,night
7,18068319625581498,2024-09-09T01:04:52+0000,night
8,18137868298354769,2024-09-09T00:00:17+0000,night
9,17940346931884903,2024-09-08T20:02:42+0000,night
10,18039350987102899,2024-09-08T17:11:44+0000,night
11,17896384523984271,2024-09-07T22:52:44+0000,night
12,18045558175801868,2024-09-06T17:48:44+0000,night
13,18015476399577852,2024-09-05T20:39:45+0000,night
14,18007374980389949,2024-09-04T23:37:43+0000,night
15,17993714486690494,2024-09-04T15:34:21+0000,afternoon
16,17863201707211082,2024-09-03T22:55:20+0000,night
17,18064018918627045,2024-09-03T20:30:40+0000,night
18,18038306990028204,2024-09-03T18:28:51+0000,night
19,18030092390040742,2024-09-02T22:11:48+0000,night
20,18200110903293364,2024-09-02T20:13:14+0000,night
21,18023284286145115,2024-09-02T17:24:49+0000,night
22,18349351987143250,2024-09-02T02:39:20+0000,night
23,18039859874054505,2024-09-01T22:52:49+0000,night
24,18074919598532125,2024-09-01T21:06:14+0000,night
25,18100781707431525,2024-08-31T23:15:09+0000,night
1,18029832107049350,2024-08-31T22:21:30+0000,night
2,18032169395007664,2024-08-31T18:34:57+0000,night
3,18015849008529567,2024-08-31T00:44:22+0000,night
4,18024233774519061,2024-08-30T20:48:18+0000,night
5,18031581299191048,2024-08-30T02:57:36+0000,night
6,18430124485064160,2024-08-29T20:58:48+0000,night
7,18015090167574667,2024-08-29T19:39:34+0000,night
8,18068804845526296,2024-08-29T14:48:52+0000,afternoon
9,18080968216514165,2024-08-29T01:08:18+0000,night
10,18283399069225956,2024-08-28T22:29:31+0000,night
11,18090222133466456,2024-08-28T19:12:31+0000,night
12,17847421725264949,2024-08-28T03:44:46+0000,night
13,18060291313714200,2024-08-27T21:09:43+0000,night
14,18354927772112051,2024-08-27T18:39:02+0000,night
15,18040491239300125,2024-08-27T15:22:25+0000,afternoon
16,18063409603716563,2024-08-27T00:39:59+0000,night
17,17949065939729145,2024-08-26T19:33:33+0000,night
18,18072090502499145,2024-08-26T12:48:58+0000,afternoon
19,18053312368825134,2024-08-25T23:37:32+0000,night
20,17947455485736205,2024-08-25T20:52:24+0000,night
21,18053245648753573,2024-08-25T17:40:28+0000,night
22,18075106333552576,2024-08-24T19:58:49+0000,night
23,18023741321362973,2024-08-24T16:33:36+0000,afternoon
24,17975923904758604,2024-08-23T21:11:01+0000,night
25,18030208862021471,2024-08-23T17:22:27+0000,night
1,18320719594198826,2024-08-23T15:13:56+0000,afternoon
2,18450272431023871,2024-08-22T18:51:34+0000,night
3,17928003893924011,2024-08-21T15:48:55+0000,afternoon
4,17905501736932884,2024-08-20T18:35:51+0000,night
5,18044586667769477,2024-08-19T00:08:15+0000,night
6,18016972460219673,2024-08-17T19:15:08+0000,night
7,18045354709921979,2024-08-14T21:03:16+0000,night
8,18027176714201376,2024-08-13T17:19:02+0000,night
9,18068464909515122,2024-08-12T15:49:55+0000,afternoon
10,17937695561771452,2024-08-11T17:39:53+0000,night
11,18270935965246373,2024-08-09T20:34:59+0000,night
12,18003286235433979,2024-08-09T02:38:45+0000,night
13,18010700051564409,2024-08-06T17:47:26+0000,night
14,18044930461904983,2024-08-04T20:03:01+0000,night
15,18040405567821062,2024-08-03T23:28:46+0000,night
16,17947889024726358,2024-08-03T18:25:11+0000,night
17,17955803432689916,2024-08-03T01:04:46+0000,night
18,18053604910685572,2024-08-02T17:25:04+0000,night
19,17881732575035479,2024-08-01T22:43:27+0000,night
20,18024728180350171,2024-07-30T20:36:43+0000,night
21,18065447284602918,2024-07-30T14:52:55+0000,afternoon
22,18001534226447913,2024-07-28T21:09:10+0000,night
23,17878037304079658,2024-07-27T18:41:34+0000,night
24,18069939319543010,2024-07-24T01:40:35+0000,night
25,18030617329952234,2024-07-21T17:47:36+0000,night
1,17860429017147130,2024-07-17T21:10:17+0000,night
2,17949429086814147,2024-07-14T20:05:15+0000,night
3,18332347858126069,2024-07-13T22:31:50+0000,night
4,18029782565319658,2024-07-13T20:54:30+0000,night
5,18021785975346749,2024-07-12T16:49:55+0000,afternoon
6,18266807683244819,2024-07-11T22:41:51+0000,night
7,18032685272476509,2024-07-11T15:49:02+0000,afternoon
8,18039263536790448,2024-07-10T15:17:17+0000,afternoon
9,17980808885571598,2024-07-09T17:47:49+0000,night
10,18003678662355971,2024-07-08T21:38:23+0000,night
11,18132247657352744,2024-07-04T16:20:43+0000,afternoon
12,18022090544262626,2024-06-29T16:19:52+0000,afternoon
13,17872699875102666,2024-06-24T21:48:53+0000,night
14,18035002093995345,2024-06-23T22:04:39+0000,night
15,17938853444746814,2024-06-22T02:14:22+0000,night
16,18028007237147319,2024-06-21T15:08:13+0000,afternoon
17,18230272360285708,2024-06-21T14:38:31+0000,afternoon
18,18032636810043421,2024-06-16T16:15:38+0000,afternoon
19,18038783587757128,2024-06-15T22:57:43+0000,night
20,17870181039072499,2024-06-12T00:44:24+0000,night
21,17919187112923622,2024-06-10T21:24:40+0000,night
22,18188281915292923,2024-06-09T17:54:51+0000,night
23,18097157707420974,2024-06-09T16:25:19+0000,afternoon
24,17999257238383720,2024-06-08T18:06:17+0000,night
25,17960074817779833,2024-06-08T15:33:57+0000,afternoon
1,18080660428473726,2024-06-08T00:41:02+0000,night
2,18266902144234768,2024-06-06T23:23:25+0000,night
3,18013845317146515,2024-06-01T00:50:18+0000,night
4,18002860487333046,2024-05-25T01:17:32+0000,night
5,18000835850553228,2024-05-20T18:02:11+0000,night
6,18130142134339429,2024-05-19T00:41:26+0000,night
7,17881958448059105,2024-05-16T21:18:42+0000,night
8,18089174890439318,2024-05-15T18:55:43+0000,night
9,18038829610849675,2024-05-14T21:01:09+0000,night
10,17963505479623187,2024-05-12T19:10:20+0000,night
11,17885048889043281,2024-05-11T23:34:30+0000,night
12,17986306493662107,2024-05-11T17:46:45+0000,night
13,18005332844587551,2024-05-08T15:26:27+0000,afternoon
14,18048355354633982,2024-05-05T23:21:41+0000,night
15,17877481380011932,2024-05-02T00:30:00+0000,night
16,18031950991982099,2024-04-30T19:33:13+0000,night
17,18033862801916442,2024-04-28T18:33:27+0000,night
18,17851899345180585,2024-04-26T20:37:57+0000,night
19,17897027438994728,2024-04-26T17:49:32+0000,night
20,17953164581785920,2024-04-25T19:23:12+0000,night
21,17900734922905154,2024-04-25T16:44:33+0000,afternoon
22,18049993039567819,2024-04-24T15:56:06+0000,afternoon
23,18049595050651468,2024-04-23T16:50:34+0000,afternoon
24,17978530313647541,2024-04-22T20:02:46+0000,night
25,18204684652303782,2024-04-22T15:56:26+0000,afternoon
1,18332744740187372,2024-04-20T13:27:50+0000,afternoon
2,17914903361918938,2024-04-18T19:25:49+0000,night
3,17992541033425490,2024-04-18T02:20:17+0000,night
4,18433024795008112,2024-04-16T23:49:34+0000,night
5,18033754969757587,2024-04-16T22:51:54+0000,night
6,17842544964211166,2024-04-16T18:14:36+0000,night
7,18092878945411567,2024-04-15T20:29:28+0000,night
8,17957546867759669,2024-04-13T20:57:15+0000,night
9,17989428605635812,2024-04-13T16:50:46+0000,afternoon
10,18017001134269293,2024-04-11T23:15:29+0000,night
11,17864953023100503,2024-04-11T15:39:18+0000,afternoon
12,17882394081029404,2024-04-09T17:18:25+0000,night
13,18022207931130873,2024-04-05T21:52:44+0000,night
14,18039903988764566,2024-04-05T20:11:07+0000,night
15,17988195182481461,2024-03-31T19:09:35+0000,night
16,17858937474130808,2024-03-29T17:52:24+0000,night
17,18014001302205800,2024-03-27T19:29:15+0000,night
18,17997550913569458,2024-03-26T16:12:26+0000,afternoon
19,17940738521799932,2024-03-25T19:58:47+0000,night
20,17922296813856958,2024-03-25T19:57:25+0000,night
21,18051788686595540,2024-03-20T16:50:55+0000,afternoon
22,17992368980378586,2024-03-17T23:08:04+0000,night
23,18003647978200173,2024-03-17T23:04:08+0000,night
24,18033266170879209,2024-03-09T18:32:58+0000,night
25,18025446469985715,2024-03-06T02:45:09+0000,night
1,18001456091394007,2024-03-03T23:09:18+0000,night
2,18418512652003508,2024-03-03T00:05:59+0000,night
3,18022901159076872,2024-03-02T23:52:40+0000,night
4,17991551693365255,2024-03-02T19:36:26+0000,night
5,17936534741800206,2024-02-29T22:55:53+0000,night
6,18009911105077440,2024-02-26T17:00:09+0000,night
7,18014825720476215,2024-02-26T02:12:55+0000,night
8,18064566850500366,2024-02-21T00:52:18+0000,night
9,17912965067898490,2024-02-20T17:18:30+0000,night
10,18258228769235972,2024-02-19T17:47:09+0000,night
11,18036044314751305,2024-02-18T21:28:29+0000,night
12,18017501083899979,2024-02-17T02:51:20+0000,night
13,17996360309302542,2024-02-13T23:09:24+0000,night
14,17913897626870031,2024-02-08T18:01:37+0000,night
15,17986965815416125,2024-02-05T19:20:15+0000,night
16,18020705741005184,2024-02-03T18:02:04+0000,night
17,18053587453545740,2024-02-01T20:13:32+0000,night
18,18005099279111962,2024-01-31T18:38:53+0000,night
19,18007580654259422,2024-01-30T17:35:04+0000,night
20,17850278436133995,2024-01-29T19:08:47+0000,night
21,17874990546029909,2024-01-27T22:24:27+0000,night
22,18040574020580555,2024-01-26T21:55:02+0000,night
23,17903525423921926,2024-01-24T00:35:11+0000,night
24,18025946062919295,2024-01-22T17:54:18+0000,night
25,17896489676877161,2024-01-18T23:38:05+0000,night
1,18006067772248665,2024-01-18T17:11:34+0000,night
2,17937639314789393,2024-01-17T17:08:40+0000,night
3,18033623914696015,2024-01-16T20:17:01+0000,night
4,18000640850517863,2024-01-15T20:16:02+0000,night
5,18331284277101938,2024-01-12T17:21:00+0000,night
6,18014462563930563,2024-01-11T03:26:04+0000,night
7,17909342732895088,2024-01-10T01:41:42+0000,night
8,18077232361394518,2024-01-09T18:55:54+0000,night
9,18290950237157436,2024-01-08T23:19:13+0000,night
10,18254995765169796,2024-01-08T02:43:34+0000,night
11,18402325096035232,2024-01-04T23:19:21+0000,night
12,18002671148100380,2024-01-01T23:09:46+0000,night
13,18369821011076090,2023-12-27T20:36:49+0000,night
14,18032876551707803,2023-12-26T18:11:05+0000,night
15,17982834443391970,2023-12-25T15:44:58+0000,afternoon
16,18037162978654405,2023-12-23T19:40:48+0000,night
17,18027855688835399,2023-12-21T23:19:41+0000,night
18,18076194577426911,2023-12-14T00:45:16+0000,night
19,18008896583289817,2023-12-12T20:42:41+0000,night
20,17920969472745015,2023-12-12T18:47:55+0000,night
21,17846711736106535,2023-12-11T22:41:01+0000,night
22,18034309051628993,2023-12-11T17:54:02+0000,night
23,17906095220808432,2023-12-09T22:15:38+0000,night
24,18030160537691569,2023-12-09T17:14:56+0000,night
25,17844014463117791,2023-12-09T15:10:19+0000,afternoon
1,17987817413592263,2023-12-08T00:41:28+0000,night
2,18405155155040396,2023-12-07T18:28:28+0000,night
3,17980617698402671,2023-12-06T20:06:44+0000,night
4,17877896036995435,2023-12-06T17:02:30+0000,night
5,17914130789842670,2023-12-05T20:07:21+0000,night
6,17990124101276984,2023-12-05T16:03:07+0000,afternoon
7,18062421955479615,2023-12-02T23:27:26+0000,night
8,18237444760244564,2023-12-02T22:14:17+0000,night
9,18009377084109174,2023-12-02T18:23:43+0000,night
10,18011031167014660,2023-12-01T17:40:10+0000,night
11,18318029560117658,2023-12-01T17:35:21+0000,night
12,17990277926250302,2023-11-29T01:26:44+0000,night
13,17900481665830359,2023-11-27T23:11:04+0000,night
14,18059248096484154,2023-11-26T19:26:38+0000,night
15,18013495942989909,2023-11-25T22:45:13+0000,night
16,18017046226779834,2023-11-23T22:41:35+0000,night
17,17972928374494634,2023-11-23T19:40:41+0000,night
18,17976813530625575,2023-11-22T22:32:20+0000,night
19,18060779959479015,2023-11-22T21:07:58+0000,night
20,18020370355882395,2023-11-18T22:17:44+0000,night
21,18204244729287331,2023-11-18T15:15:29+0000,afternoon
22,17978997494403629,2023-11-16T22:02:18+0000,night
23,18006041702286389,2023-11-15T19:19:36+0000,night
24,18074627968421655,2023-11-14T23:27:51+0000,night
25,17884492352901555,2023-11-12T22:42:05+0000,night
1,17879853389921034,2023-11-12T00:53:46+0000,night
2,18010835747057662,2023-11-11T20:56:44+0000,night
3,18001768796017979,2023-11-11T15:25:21+0000,afternoon
4,17987956874262087,2023-11-10T19:11:52+0000,night
5,17899221260903220,2023-11-10T02:35:55+0000,night
6,17919848495730771,2023-11-07T21:14:18+0000,night
7,18020762719868959,2023-11-07T18:29:25+0000,night
8,18397637728006186,2023-11-06T20:03:32+0000,night
9,17993349221348892,2023-11-05T19:08:33+0000,night
10,18372711226069448,2023-11-04T21:10:13+0000,night
11,18037493116588227,2023-11-04T14:49:49+0000,afternoon
12,17845524489091087,2023-11-02T19:24:16+0000,night
13,17849404095076591,2023-11-01T20:21:53+0000,night
14,18023953768749985,2023-10-29T20:47:11+0000,night
15,17989443038387178,2023-10-28T20:40:34+0000,night
16,18031393663719777,2023-10-28T18:05:27+0000,night
17,18008093288043017,2023-10-28T14:31:49+0000,afternoon
18,18043031692495797,2023-10-27T16:10:29+0000,afternoon
19,17997227288208045,2023-10-27T00:42:47+0000,night
20,17997672299214957,2023-10-26T19:13:23+0000,night
21,17910346457835296,2023-10-25T17:51:52+0000,night
22,17889117467865002,2023-10-25T00:00:00+0000,night
23,17985826223265994,2023-10-24T16:39:12+0000,afternoon
24,18238555021211565,2023-10-23T16:41:45+0000,afternoon
25,17989411562457415,2023-10-22T22:19:13+0000,night
1,18022006726774667,2023-10-21T13:57:06+0000,afternoon
2,17910672518831416,2023-10-20T22:04:05+0000,night
3,17884879838946875,2023-10-20T16:56:48+0000,afternoon
4,18301982644184851,2023-10-19T16:19:25+0000,afternoon
5,18238264465215458,2023-10-18T19:53:56+0000,night
6,18046758964516609,2023-10-18T16:10:03+0000,afternoon
7,18390965851010145,2023-10-17T21:36:13+0000,night
8,18004596053305473,2023-10-17T17:15:03+0000,night
9,17964594503644175,2023-10-16T21:30:38+0000,night
10,17956735826543159,2023-10-16T18:04:47+0000,night
11,17994258539100317,2023-10-16T16:57:39+0000,afternoon
12,17978899322587788,2023-10-14T23:10:38+0000,night
13,17951581016686433,2023-10-14T21:24:03+0000,night
14,18006885040880231,2023-10-13T22:17:43+0000,night
15,18023426959742969,2023-10-13T19:05:42+0000,night
16,18373047361066402,2023-10-10T21:29:03+0000,night
17,18002873618107160,2023-10-10T19:57:48+0000,night
18,18006271454046630,2023-10-09T23:55:09+0000,night
19,17931628787762077,2023-10-09T14:17:44+0000,afternoon
20,17855781516016775,2023-10-07T22:00:38+0000,night
21,17960294312511667,2023-10-07T14:36:55+0000,afternoon
22,17864651022007445,2023-10-06T18:19:20+0000,night
23,18002107148107238,2023-10-05T18:20:46+0000,night
24,17992736267093416,2023-10-04T23:07:42+0000,night
25,17955838157534086,2023-10-03T20:52:10+0000,night
1,17894299430827249,2023-10-02T20:57:17+0000,night
2,18003013946086160,2023-10-01T20:27:36+0000,night
3,18014957992895080,2023-09-30T20:51:15+0000,night
4,17878824059899901,2023-09-30T20:30:58+0000,night
5,18035586751566473,2023-09-28T17:30:34+0000,night
6,18100663435318171,2023-09-28T17:15:18+0000,night
7,18025266328638251,2023-09-26T20:30:56+0000,night
8,18001155584298957,2023-09-26T00:58:14+0000,night
9,17953096487551143,2023-09-22T17:25:26+0000,night
10,17876985140907844,2023-09-22T00:24:27+0000,night
11,18015437236835039,2023-09-20T17:35:15+0000,night
12,17983458179426888,2023-09-19T22:34:28+0000,night
13,17872110800975142,2023-09-19T17:17:59+0000,night
14,17997980632981807,2023-09-17T16:20:37+0000,afternoon
15,18001758824305065,2023-09-16T15:25:10+0000,afternoon
16,18059077471414666,2023-09-16T15:09:13+0000,afternoon
17,18388181719034957,2023-09-15T18:50:32+0000,night
18,18019727794704137,2023-09-14T18:33:35+0000,night
19,17990398391092655,2023-09-14T16:53:31+0000,afternoon
20,18028331704610407,2023-09-13T22:38:57+0000,night
21,18063718648434458,2023-09-12T18:27:48+0000,night
22,18097321702355564,2023-09-11T16:34:16+0000,afternoon
23,18027315661621435,2023-09-09T21:47:59+0000,night
24,17859393461981518,2023-09-09T15:27:33+0000,afternoon
25,18386614111055290,2023-09-08T23:18:42+0000,night
1,17909418515748309,2023-09-07T20:40:42+0000,night
2,17951826683548405,2023-09-06T21:47:20+0000,night
3,17930150138653579,2023-09-05T18:35:13+0000,night
4,18015593443794301,2023-09-03T16:52:03+0000,afternoon
5,17904800300762952,2023-09-02T17:36:18+0000,night
6,18380476966004217,2023-09-01T17:54:34+0000,night
7,17985292166467063,2023-08-31T02:31:09+0000,night
8,17871098924918865,2023-08-30T17:40:28+0000,night
9,17969036774391962,2023-08-29T20:16:47+0000,night
10,18071073844409139,2023-08-27T22:43:23+0000,night
11,18381021877016730,2023-08-27T01:05:15+0000,night
12,18014285473802017,2023-08-25T19:06:41+0000,night
13,17980203605228736,2023-08-24T20:50:18+0000,night
14,18026881915559241,2023-08-24T18:10:35+0000,night
15,18227486203242933,2023-08-23T18:09:32+0000,night
16,17984797937131250,2023-08-23T01:09:55+0000,night
17,18021428116653457,2023-08-22T20:11:54+0000,night
18,17997582589912043,2023-08-21T20:50:39+0000,night
19,18051538810421126,2023-08-07T17:17:50+0000,night
20,18069579304400482,2023-08-02T21:49:05+0000,night
21,17964578060429510,2023-07-30T18:43:32+0000,night
22,18025756693605643,2023-07-27T19:24:47+0000,night
23,17990215406169788,2023-07-25T22:44:06+0000,night
24,17985033365206904,2023-07-23T22:24:37+0000,night
25,18371463703010649,2023-07-22T21:16:00+0000,night
1,18013377151686072,2023-07-20T00:22:33+0000,night
2,18023028136537334,2023-07-15T22:53:43+0000,night
3,17947602536531168,2023-07-14T16:44:46+0000,afternoon
4,17962273994544727,2023-07-13T18:40:17+0000,night
5,18014337175725074,2023-07-12T00:16:08+0000,night
6,17870843351942013,2023-07-10T22:56:29+0000,night
7,18196319821266070,2023-07-09T22:35:24+0000,night
8,17853793103993733,2023-07-04T20:47:40+0000,night
9,17962512965386016,2023-07-02T23:42:49+0000,night
10,18086573038355408,2023-06-28T19:31:16+0000,night
11,18298243237107793,2023-06-26T18:43:17+0000,night
12,17999752723914002,2023-06-23T21:53:06+0000,night
13,18014754196577953,2023-06-20T23:01:35+0000,night
14,17980954484218458,2023-06-18T23:35:16+0000,night
15,17884557272797555,2023-06-17T01:20:32+0000,night
16,17975210318345439,2023-06-13T22:29:59+0000,night
17,17984698142166295,2023-06-12T22:10:26+0000,night
18,17988543127920044,2023-06-11T21:46:30+0000,night
19,18224587048170087,2023-06-10T00:21:29+0000,night
20,17955509888467433,2023-06-08T22:51:57+0000,night
21,17996801578781858,2023-06-05T00:42:21+0000,night
22,17982510587010742,2023-06-03T22:02:38+0000,night
23,17997263173754204,2023-06-02T19:42:18+0000,night
24,17954024423613372,2023-05-30T23:17:39+0000,night
25,17957595818603093,2023-05-29T22:12:54+0000,night
1,18061062259400472,2023-05-29T00:27:59+0000,night
2,18024256129495534,2023-05-26T19:42:11+0000,night
3,17891905772821863,2023-05-25T23:03:22+0000,night
4,17980834643174728,2023-05-23T22:52:50+0000,night
5,17965741394285994,2023-05-21T21:58:56+0000,night
6,17864673692930660,2023-05-20T21:17:12+0000,night
7,18001135456768605,2023-05-19T21:08:59+0000,night
8,18357137881010707,2023-05-18T22:40:05+0000,night
9,17985625226080048,2023-05-18T00:16:29+0000,night
10,17866612190922361,2023-05-16T22:06:26+0000,night
11,18215514568161966,2023-05-15T21:29:52+0000,night
12,17987028404048868,2023-05-14T23:19:45+0000,night
13,17965575365413320,2023-05-14T00:42:41+0000,night
14,18015090505528514,2023-05-12T20:47:30+0000,night
15,18078364834361591,2023-05-11T21:46:03+0000,night
16,18092175115331142,2023-05-11T02:40:33+0000,night
17,18207318505222304,2023-05-09T22:44:48+0000,night
18,17861970422935291,2023-05-08T21:40:21+0000,night
19,18294526012101628,2023-05-07T19:24:36+0000,night
20,17994663889745998,2023-05-06T23:53:25+0000,night
21,17978968388029244,2023-05-06T00:15:05+0000,night
22,17995060402881676,2023-05-04T21:25:56+0000,night
23,17976497036224768,2023-05-04T02:31:59+0000,night
24,17879446364808395,2023-05-02T22:58:40+0000,night
25,17974889750497085,2023-05-01T23:03:41+0000,night
1,17987425843989180,2023-04-30T22:40:56+0000,night
2,18358117867015737,2023-04-30T21:05:22+0000,night
3,17992783816786622,2023-04-29T21:01:30+0000,night
4,18026252593512619,2023-04-28T21:12:39+0000,night
5,18046150120441664,2023-04-28T02:19:47+0000,night
6,17889269999760884,2023-04-26T21:29:40+0000,night
7,17905893953767578,2023-04-25T22:21:41+0000,night
8,17945358917618425,2023-04-24T21:56:57+0000,night
9,17844326783977082,2023-04-23T22:02:18+0000,night
10,18218153143174859,2023-04-22T23:40:41+0000,night
11,17967821705167707,2023-04-21T21:52:46+0000,night
12,17996038669875833,2023-04-20T20:30:45+0000,night
13,18204018790223391,2023-04-19T21:42:44+0000,night
14,17982978986020786,2023-04-18T20:12:11+0000,night
15,17990136679800686,2023-04-17T20:03:34+0000,night
16,17961193697518741,2023-04-15T21:11:08+0000,night
17,17985260317875457,2023-04-14T20:51:39+0000,night
18,17985054077001298,2023-04-13T21:53:59+0000,night
19,17869663043839405,2023-04-12T21:36:31+0000,night
20,18250284715153277,2023-04-11T21:35:41+0000,night
21,17950807103410785,2023-04-10T20:57:57+0000,night
22,17983081409047487,2023-04-09T16:49:53+0000,afternoon
23,17988768241903993,2023-04-07T20:15:39+0000,night
24,17984946319971584,2023-04-06T22:06:53+0000,night
25,17968794137117175,2023-04-05T23:35:24+0000,night
1,17984725162841195,2023-04-05T00:02:14+0000,night
2,17853591407945713,2023-04-03T22:10:24+0000,night
3,18242119852089219,2023-04-02T22:42:29+0000,night
4,18183017380252918,2023-04-01T19:55:25+0000,night
5,17999949409734728,2023-03-31T21:56:28+0000,night
6,18210900739213326,2023-03-30T19:22:55+0000,night
7,18021056824516573,2023-03-29T19:01:28+0000,night
8,17975071337133636,2023-03-28T20:30:45+0000,night
