id,post_id,likes,comments,shares,caption,contains_emoji,does_not_contain_emoji,contains_hashtag,,accounts_reached,timestamp,media_type,time_of_day,followers_gained
12,17997498121598661,500,5,0,January 17th😈 #VivaLaYotes,TRUE,FALSE,TRUE,,2009,2022-12-18T00:06:37+0000,IMAGE,night,0
13,17966600714030523,1279,7,8,"she might not be red bull, but she’ll for sure give you wings… @usdchicks #VivaLaYotes",FALSE,TRUE,TRUE,,2169,2022-12-16T21:21:27+0000,IMAGE,night,1
14,17954555852496484,1368,6,0,how we feel after finals week #VivaLaYotes,FALSE,TRUE,TRUE,,2174,2022-12-15T21:51:20+0000,CAROUSEL_ALBUM,night,0
15,18088704355308827,1040,2,3,Happy finals week #VivaLaYotes,FALSE,TRUE,TRUE,,0,2022-12-14T21:39:01+0000,VIDEO,night,0
16,17922015185525999,868,0,3,till next semester 🤣 #TinderTuesday #VivaLaYotes,FALSE,TRUE,TRUE,,1638,2022-12-13T23:37:28+0000,CAROUSEL_ALBUM,night,0
17,17996663542587706,588,9,0,Newest char special #VivaLaYotes,FALSE,TRUE,TRUE,,0,2022-12-12T23:18:38+0000,VIDEO,night,0
18,17939507480344050,1104,0,0,friendly reminder to cancel your chegg subscriptions over break 🫡 #VivaLaYotes,FALSE,TRUE,TRUE,,1016,2022-12-11T22:11:21+0000,CAROUSEL_ALBUM,night,0
19,18333195979029632,1779,11,3,"Punching machine -1, her -0 #VivaLaYotes",FALSE,TRUE,TRUE,,1331,2022-12-10T22:49:06+0000,CAROUSEL_ALBUM,night,0
20,17962325864130041,3265,22,4,Verm was a GTA server last night #VivaLaYotes,FALSE,TRUE,TRUE,,1533,2022-12-09T18:19:20+0000,CAROUSEL_ALBUM,night,1
21,17932921427575161,1182,5,0,You can’t make this shit up #VivaLaYotes,FALSE,TRUE,TRUE,,1110,2022-12-08T20:04:38+0000,IMAGE,night,0
22,17957685317071869,1234,2,0,good luck on your finals 🫡 #VivaLaYotes,FALSE,TRUE,TRUE,,934,2022-12-07T22:26:58+0000,CAROUSEL_ALBUM,night,0
23,18191906815232317,993,0,6,Happy last week of the semester #VivaLaYotes #tindertuesday,FALSE,TRUE,TRUE,,1059,2022-12-07T02:44:54+0000,CAROUSEL_ALBUM,night,0
24,17950603340470010,1138,7,0,@usdpolice please get this situation under control immediately #VivaLaYotes,FALSE,TRUE,TRUE,,0,2022-12-05T17:55:41+0000,VIDEO,night,0
25,17861135372809410,990,0,0,Sorry @byubarstool but @kruzph is your daddy #VivaLaYotes,FALSE,TRUE,TRUE,,939,2022-12-04T20:49:24+0000,CAROUSEL_ALBUM,night,0
