,id,post_id,likes,comments,shares,caption,contains_emoji,does_not_contain_emoji,contains_hashtag,Unnamed: 9,accounts_reached,timestamp,media_type,time_of_day,followers_gained,engagement_rate
580,6,18008622781535569,1350,5,41,Snow days in verm > #VivaLaYotes,False,True,True,,11630,2023-01-19T23:17:55+0000,CAROUSEL_ALBUM,night,1,0.12003439380911436
581,7,17950212857290030,836,0,16,Shout out @24kgoldn for the sick ass show #VivaLaYotes,False,True,True,,0,2023-01-18T23:07:06+0000,VIDEO,night,0,inf
582,8,18338062618036727,916,0,59,sam is the boy who cried Rizz #VivaLaYotes #TinderTuesday,False,True,True,,11198,2023-01-17T22:59:08+0000,CAROUSEL_ALBUM,night,0,0.08706911948562243
583,9,17876047223807270,1367,1,157,mamba mentality #VivaLaYotes,False,True,True,,13805,2023-01-16T21:30:58+0000,IMAGE,night,9,0.11046722202100688
584,10,18335391664029081,1255,13,76,mf got light whipped cream and extra whipped cream🤣🤣🤣#VivaLaYotes,False,True,True,,12711,2023-01-15T20:45:25+0000,IMAGE,night,3,0.10573518999291952
585,11,17900479667721703,1328,20,464,When you live in dorms you can piss wherever you want #VivaLaYotes,False,True,True,,0,2023-01-15T00:25:54+0000,VIDEO,night,0,inf
586,12,18021512953474053,702,2,30,Nah this is wild #VivaLaYotes,False,True,True,,10438,2023-01-13T22:29:40+0000,IMAGE,night,0,0.07031998467139298
587,13,17968264226104059,1249,14,98,POV you wake up after drown #VivaLaYotes,False,True,True,,12516,2023-01-12T18:32:07+0000,IMAGE,night,0,0.108740811760946
588,14,17973628075967576,1016,1,88,The lethal fake sip #VivaLaYotes,False,True,True,,0,2023-01-11T19:21:51+0000,VIDEO,night,0,inf
589,15,17993977339648002,735,0,1,Feels good to be back #VivaLaYotes,False,True,True,,0,2023-01-09T22:32:11+0000,VIDEO,night,0,inf
590,16,17996214205625161,1291,5,105,Syllabus week 😈 #VivaLaYotes,True,False,True,,11693,2023-01-08T22:41:31+0000,IMAGE,night,1,0.11981527409561275
591,17,17989168309690074,1121,1,91,The boys always got your back #VivaLaYotes,False,True,True,,11173,2023-01-07T21:28:08+0000,IMAGE,night,2,0.1085652913273069
592,18,18237736639157404,1468,6,144,not again😭😭😭 #VivaLaYotes,True,False,True,,0,2023-01-07T00:22:35+0000,VIDEO,night,0,inf
593,19,18265426612114687,1789,7,75,"our top 5 posts of the semester, see u next semester 😈#VivaLaYotes",True,False,True,,12433,2023-01-06T02:27:21+0000,CAROUSEL_ALBUM,night,2,0.15048660822005952
594,20,18309617407079213,718,1,55,take my money @hollarrbar @hollarrelite #VivaLaYotes,False,True,True,,10877,2023-01-04T21:50:23+0000,IMAGE,night,0,0.0711593270203181
595,21,17954813813170470,879,0,76,Happy #TinderTuesday #VivaLaYotes,False,True,True,,11029,2023-01-04T01:26:54+0000,CAROUSEL_ALBUM,night,1,0.08658989935624263
596,22,17964997598300748,930,1,13,How does the most sober driver in verm manage to get pulled over😭 #VivaLaYotes,True,False,True,,0,2023-01-02T00:20:50+0000,VIDEO,night,0,inf
597,23,17958393617196835,1182,4,104,quick reminder to stay safe out there yotes 🙌🏻 #VivaLaYotes,True,False,True,,9926,2023-01-01T01:07:12+0000,IMAGE,night,4,0.12996171670360668
598,24,17984605681799959,745,3,37,legend has it he’s still there #VivaLaYotes,False,True,True,,0,2022-12-31T02:19:55+0000,VIDEO,night,0,inf
599,25,17946961130303960,1336,3,5,POV you walk into verm walmart…. #VivaLaYotes,False,True,True,,2578,2022-12-29T23:25:58+0000,CAROUSEL_ALBUM,night,0,0.5213343677269201
600,1,17937988115579175,612,6,1,Pray for this man #VivaLaYotes,False,True,True,,0,2022-12-28T23:47:25+0000,VIDEO,night,0,inf
601,2,17976043120924705,977,0,2,Happy #TinderTuesday #VivaLaYotes,False,True,True,,1857,2022-12-27T21:21:09+0000,CAROUSEL_ALBUM,night,0,0.5271943995691977
602,3,18041645797398660,584,0,1,sounds about right #VivaLaYotes,False,True,True,,0,2022-12-27T02:18:35+0000,VIDEO,night,0,inf
603,4,18012009793500627,978,1,0,Merry Christmas to everyone except @hobosbarstool #VivaLaYotes,False,True,True,,1697,2022-12-25T19:33:18+0000,CAROUSEL_ALBUM,night,0,0.576900412492634
604,5,17984233804780098,1220,4,2,The rizz unmatchable #VivaLaYotes,False,True,True,,2062,2022-12-24T20:17:45+0000,CAROUSEL_ALBUM,night,0,0.5945683802133851
605,6,17976175438920484,1302,1,4,Hometown bars are just different #VivaLaYotes,False,True,True,,2115,2022-12-23T20:34:21+0000,CAROUSEL_ALBUM,night,0,0.6179669030732861
606,7,17983663879759666,1212,0,2,will never get used to it #VivaLaYotes,False,True,True,,1631,2022-12-22T22:46:09+0000,CAROUSEL_ALBUM,night,0,0.7443286327406499
607,8,17988728809677025,889,0,0,it’s the most wonderful time of the year #VivaLaYotes,False,True,True,,1350,2022-12-21T23:02:08+0000,IMAGE,night,0,0.6585185185185185
608,9,17940108779371698,1154,1,63,Happy #tindertuesday #VivaLaYotes,False,True,True,,2397,2022-12-20T22:57:31+0000,CAROUSEL_ALBUM,night,0,0.5081351689612015
609,10,17969929837997627,1567,1,3,praying for anyone still in verm right now #VivaLaYotes,False,True,True,,1208,2022-12-19T22:56:23+0000,CAROUSEL_ALBUM,night,1,1.3004966887417218
610,11,17876625467746784,1059,10,1,Verms most sober driver #VivaLaYotes,False,True,True,,0,2022-12-18T20:14:26+0000,VIDEO,night,0,inf
611,12,17997498121598661,500,5,0,January 17th😈 #VivaLaYotes,True,False,True,,2009,2022-12-18T00:06:37+0000,IMAGE,night,0,0.25136884021901446
612,13,17966600714030523,1279,7,8,"she might not be red bull, but she’ll for sure give you wings… @usdchicks #VivaLaYotes",False,True,True,,2169,2022-12-16T21:21:27+0000,IMAGE,night,1,0.5965882895343476
613,14,17954555852496484,1368,6,0,how we feel after finals week #VivaLaYotes,False,True,True,,2174,2022-12-15T21:51:20+0000,CAROUSEL_ALBUM,night,0,0.6320147194112236
614,15,18088704355308827,1040,2,3,Happy finals week #VivaLaYotes,False,True,True,,0,2022-12-14T21:39:01+0000,VIDEO,night,0,inf
615,16,17922015185525999,868,0,3,till next semester 🤣 #TinderTuesday #VivaLaYotes,False,True,True,,1638,2022-12-13T23:37:28+0000,CAROUSEL_ALBUM,night,0,0.5317460317460317
616,17,17996663542587706,588,9,0,Newest char special #VivaLaYotes,False,True,True,,0,2022-12-12T23:18:38+0000,VIDEO,night,0,inf
617,18,17939507480344050,1104,0,0,friendly reminder to cancel your chegg subscriptions over break 🫡 #VivaLaYotes,False,True,True,,1016,2022-12-11T22:11:21+0000,CAROUSEL_ALBUM,night,0,1.0866141732283465
618,19,18333195979029632,1779,11,3,"Punching machine -1, her -0 #VivaLaYotes",False,True,True,,1331,2022-12-10T22:49:06+0000,CAROUSEL_ALBUM,night,0,1.3471074380165289
619,20,17962325864130041,3265,22,4,Verm was a GTA server last night #VivaLaYotes,False,True,True,,1533,2022-12-09T18:19:20+0000,CAROUSEL_ALBUM,night,1,2.146771037181996
620,21,17932921427575161,1182,5,0,You can’t make this shit up #VivaLaYotes,False,True,True,,1110,2022-12-08T20:04:38+0000,IMAGE,night,0,1.0693693693693693
621,22,17957685317071869,1234,2,0,good luck on your finals 🫡 #VivaLaYotes,False,True,True,,934,2022-12-07T22:26:58+0000,CAROUSEL_ALBUM,night,0,1.323340471092077
622,23,18191906815232317,993,0,6,Happy last week of the semester #VivaLaYotes #tindertuesday,False,True,True,,1059,2022-12-07T02:44:54+0000,CAROUSEL_ALBUM,night,0,0.943342776203966
623,24,17950603340470010,1138,7,0,@usdpolice please get this situation under control immediately #VivaLaYotes,False,True,True,,0,2022-12-05T17:55:41+0000,VIDEO,night,0,inf
624,25,17861135372809410,990,0,0,Sorry @byubarstool but @kruzph is your daddy #VivaLaYotes,False,True,True,,939,2022-12-04T20:49:24+0000,CAROUSEL_ALBUM,night,0,1.0543130990415335
